ZIPA,ZIPN,RUCA2.0,COMMFLAG,STNAME
80421,80421.00,2.00,0.00,Colorado
80422,80422.00,10.10,0.00,Colorado
80423,80423.00,5.00,0.00,Colorado
80424,80424.00,7.40,0.00,Colorado
80425,80425.00,2.00,1.00,Colorado
80426,80426.00,5.00,1.00,Colorado
80427,80427.00,10.10,1.00,Colorado
80428,80428.00,8.00,0.00,Colorado
80429,80429.00,7.40,1.00,Colorado
80430,80430.00,10.00,0.00,Colorado
80432,80432.00,10.30,1.00,Colorado
80433,80433.00,2.00,0.00,Colorado
80434,80434.00,10.00,1.00,Colorado
80435,80435.00,4.00,0.00,Colorado
80436,80436.00,10.40,1.00,Colorado
80437,80437.00,2.00,1.00,Colorado
80438,80438.00,10.40,1.00,Colorado
80439,80439.00,2.00,0.00,Colorado
80440,80440.00,10.30,0.00,Colorado
80442,80442.00,10.00,1.00,Colorado
80443,80443.00,4.00,0.00,Colorado
80444,80444.00,10.40,1.00,Colorado
80446,80446.00,10.00,0.00,Colorado
80447,80447.00,10.00,0.00,Colorado
80448,80448.00,2.00,1.00,Colorado
80449,80449.00,10.00,0.00,Colorado
80451,80451.00,10.00,1.00,Colorado
80452,80452.00,10.40,0.00,Colorado
80453,80453.00,1.00,1.00,Colorado
80454,80454.00,1.00,1.00,Colorado
80455,80455.00,2.00,0.00,Colorado
80456,80456.00,10.00,0.00,Colorado
80457,80457.00,2.00,1.00,Colorado
80459,80459.00,10.50,0.00,Colorado
80461,80461.00,7.40,0.00,Colorado
80463,80463.00,5.00,0.00,Colorado
80465,80465.00,1.00,0.00,Colorado
80466,80466.00,2.10,0.00,Colorado
80467,80467.00,8.00,0.00,Colorado
80468,80468.00,10.50,0.00,Colorado
80469,80469.00,8.00,1.00,Colorado
80470,80470.00,2.00,0.00,Colorado
80471,80471.00,1.00,1.00,Colorado
80473,80473.00,10.00,1.00,Colorado
80474,80474.00,1.00,1.00,Colorado
80475,80475.00,2.00,1.00,Colorado
80476,80476.00,10.40,1.00,Colorado
80477,80477.00,7.00,1.00,Colorado
80478,80478.00,10.00,1.00,Colorado
80479,80479.00,8.00,0.00,Colorado
80480,80480.00,10.00,0.00,Colorado
80481,80481.00,2.00,0.00,Colorado
80482,80482.00,10.00,1.00,Colorado
80483,80483.00,8.00,1.00,Colorado
80487,80487.00,7.00,0.00,Colorado
80488,80488.00,7.00,1.00,Colorado
80497,80497.00,4.00,1.00,Colorado
80498,80498.00,4.00,0.00,Colorado
80501,80501.00,1.00,0.00,Colorado
80502,80502.00,1.00,1.00,Colorado
80503,80503.00,1.00,0.00,Colorado
80504,80504.00,1.00,0.00,Colorado
80510,80510.00,2.00,0.00,Colorado
80511,80511.00,7.30,1.00,Colorado
80512,80512.00,2.00,0.00,Colorado
80513,80513.00,1.00,0.00,Colorado
80514,80514.00,3.00,0.00,Colorado
80515,80515.00,9.10,0.00,Colorado
80516,80516.00,2.10,0.00,Colorado
80517,80517.00,7.30,0.00,Colorado
80520,80520.00,2.00,1.00,Colorado
80521,80521.00,1.00,0.00,Colorado
80522,80522.00,1.00,1.00,Colorado
80523,80523.00,1.00,0.00,Colorado
80524,80524.00,1.00,0.00,Colorado
80525,80525.00,1.00,0.00,Colorado
80526,80526.00,1.00,0.00,Colorado
80527,80527.00,1.00,1.00,Colorado
80528,80528.00,1.00,0.00,Colorado
80530,80530.00,3.00,0.00,Colorado
80532,80532.00,9.10,1.00,Colorado
80533,80533.00,1.00,1.00,Colorado
80534,80534.00,9.10,0.00,Colorado
80535,80535.00,1.00,0.00,Colorado
80536,80536.00,2.00,0.00,Colorado
80537,80537.00,1.00,0.00,Colorado
80538,80538.00,1.00,0.00,Colorado
80539,80539.00,1.00,1.00,Colorado
80540,80540.00,2.00,0.00,Colorado
80541,80541.00,1.00,1.00,Colorado
80542,80542.00,9.10,0.00,Colorado
80543,80543.00,9.10,0.00,Colorado
80544,80544.00,1.00,1.00,Colorado
80545,80545.00,2.00,0.00,Colorado
80546,80546.00,2.00,1.00,Colorado
80547,80547.00,1.00,1.00,Colorado
80549,80549.00,2.00,0.00,Colorado
80550,80550.00,2.00,0.00,Colorado
80551,80551.00,2.00,1.00,Colorado
80553,80553.00,1.00,1.00,Colorado
80601,80601.00,2.00,0.00,Colorado
80602,80602.00,1.00,0.00,Colorado
80603,80603.00,2.00,0.00,Colorado
80610,80610.00,2.10,0.00,Colorado
80611,80611.00,10.40,0.00,Colorado
80612,80612.00,10.40,0.00,Colorado
80614,80614.00,1.00,1.00,Colorado
80615,80615.00,2.00,0.00,Colorado
80620,80620.00,1.00,0.00,Colorado
80621,80621.00,2.00,0.00,Colorado
80622,80622.00,2.00,1.00,Colorado
80623,80623.00,3.00,1.00,Colorado
80624,80624.00,2.00,0.00,Colorado
80631,80631.00,1.00,0.00,Colorado
80632,80632.00,1.00,1.00,Colorado
80633,80633.00,1.00,1.00,Colorado
80634,80634.00,1.00,0.00,Colorado
80638,80638.00,1.00,1.00,Colorado
80639,80639.00,1.00,0.00,Colorado
80640,80640.00,2.00,0.00,Colorado
80642,80642.00,2.00,0.00,Colorado
80643,80643.00,2.00,0.00,Colorado
80644,80644.00,2.00,0.00,Colorado
80645,80645.00,1.00,0.00,Colorado
80646,80646.00,1.00,1.00,Colorado
80648,80648.00,10.40,0.00,Colorado
80649,80649.00,5.00,0.00,Colorado
80650,80650.00,2.10,0.00,Colorado
80651,80651.00,3.00,0.00,Colorado
80652,80652.00,2.00,0.00,Colorado
80653,80653.00,5.00,0.00,Colorado
80654,80654.00,10.50,0.00,Colorado
80701,80701.00,4.00,0.00,Colorado
80705,80705.00,4.00,0.00,Colorado
80720,80720.00,10.00,0.00,Colorado
80721,80721.00,10.00,0.00,Colorado
80722,80722.00,5.00,0.00,Colorado
80723,80723.00,7.20,0.00,Colorado
80726,80726.00,10.50,0.00,Colorado
80727,80727.00,7.00,0.00,Colorado
80728,80728.00,10.20,0.00,Colorado
80729,80729.00,10.40,0.00,Colorado
80731,80731.00,10.00,0.00,Colorado
80732,80732.00,10.40,1.00,Colorado
80733,80733.00,10.30,0.00,Colorado
80734,80734.00,10.00,0.00,Colorado
80735,80735.00,10.00,0.00,Colorado
80736,80736.00,5.00,0.00,Colorado
80737,80737.00,10.00,0.00,Colorado
80740,80740.00,10.60,0.00,Colorado
80741,80741.00,5.00,0.00,Colorado
80742,80742.00,10.40,0.00,Colorado
80743,80743.00,10.60,0.00,Colorado
80744,80744.00,10.00,0.00,Colorado
80745,80745.00,10.50,0.00,Colorado
80746,80746.00,10.00,1.00,Colorado
80747,80747.00,10.50,0.00,Colorado
80749,80749.00,10.00,0.00,Colorado
80750,80750.00,5.00,0.00,Colorado
80751,80751.00,4.00,0.00,Colorado
80754,80754.00,10.40,0.00,Colorado
80755,80755.00,10.00,0.00,Colorado
80757,80757.00,10.60,0.00,Colorado
80758,80758.00,10.00,0.00,Colorado
80759,80759.00,7.00,0.00,Colorado
80801,80801.00,10.60,0.00,Colorado
80802,80802.00,10.00,0.00,Colorado
80804,80804.00,10.00,0.00,Colorado
80805,80805.00,7.00,0.00,Colorado
80807,80807.00,7.00,0.00,Colorado
80808,80808.00,2.00,0.00,Colorado
80809,80809.00,2.00,0.00,Colorado
80810,80810.00,10.00,0.00,Colorado
80812,80812.00,10.60,0.00,Colorado
80813,80813.00,10.00,0.00,Colorado
80814,80814.00,2.00,0.00,Colorado
80815,80815.00,10.00,0.00,Colorado
80816,80816.00,2.00,0.00,Colorado
80817,80817.00,1.00,0.00,Colorado
80818,80818.00,10.00,0.00,Colorado
80819,80819.00,2.00,1.00,Colorado
80820,80820.00,10.00,0.00,Colorado
80821,80821.00,10.00,0.00,Colorado
80822,80822.00,7.00,0.00,Colorado
80823,80823.00,10.00,0.00,Colorado
80824,80824.00,7.00,0.00,Colorado
80825,80825.00,10.00,0.00,Colorado
80826,80826.00,10.00,1.00,Colorado
80827,80827.00,10.00,0.00,Colorado
80828,80828.00,10.00,0.00,Colorado
80829,80829.00,1.00,0.00,Colorado
80830,80830.00,10.40,0.00,Colorado
80831,80831.00,2.00,0.00,Colorado
80832,80832.00,2.00,0.00,Colorado
80833,80833.00,2.00,0.00,Colorado
80834,80834.00,10.00,0.00,Colorado
80835,80835.00,10.40,0.00,Colorado
80836,80836.00,10.60,0.00,Colorado
80840,80840.00,1.00,0.00,Colorado
80841,80841.00,1.00,1.00,Colorado
80860,80860.00,2.00,1.00,Colorado
80861,80861.00,10.60,0.00,Colorado
80862,80862.00,10.00,1.00,Colorado
80863,80863.00,2.00,0.00,Colorado
80864,80864.00,2.00,0.00,Colorado
80866,80866.00,2.00,1.00,Colorado
80901,80901.00,1.00,1.00,Colorado
80903,80903.00,1.00,0.00,Colorado
80904,80904.00,1.00,0.00,Colorado
80905,80905.00,1.00,0.00,Colorado
80906,80906.00,1.00,0.00,Colorado
80907,80907.00,1.00,0.00,Colorado
80908,80908.00,2.00,0.00,Colorado
80909,80909.00,1.00,0.00,Colorado
80910,80910.00,1.00,0.00,Colorado
80911,80911.00,1.00,0.00,Colorado
80912,80912.00,2.00,1.00,Colorado
80913,80913.00,1.00,0.00,Colorado
80914,80914.00,1.00,0.00,Colorado
80915,80915.00,1.00,0.00,Colorado
80916,80916.00,1.00,0.00,Colorado
80917,80917.00,1.00,0.00,Colorado
80918,80918.00,1.00,0.00,Colorado
80919,80919.00,1.00,0.00,Colorado
80920,80920.00,1.00,0.00,Colorado
80921,80921.00,1.00,0.00,Colorado
80922,80922.00,1.00,0.00,Colorado
80925,80925.00,2.00,0.00,Colorado
80926,80926.00,1.00,0.00,Colorado
80928,80928.00,2.00,0.00,Colorado
80929,80929.00,2.00,0.00,Colorado
80930,80930.00,2.00,0.00,Colorado
80931,80931.00,1.00,1.00,Colorado
80932,80932.00,1.00,1.00,Colorado
80933,80933.00,1.00,1.00,Colorado
80934,80934.00,1.00,1.00,Colorado
80935,80935.00,1.00,1.00,Colorado
80936,80936.00,1.00,1.00,Colorado
80937,80937.00,1.00,1.00,Colorado
80940,80940.00,1.00,1.00,Colorado
80941,80941.00,1.00,1.00,Colorado
80942,80942.00,1.00,1.00,Colorado
80943,80943.00,1.00,1.00,Colorado
80944,80944.00,1.00,1.00,Colorado
80945,80945.00,1.00,1.00,Colorado
80946,80946.00,1.00,1.00,Colorado
80947,80947.00,1.00,1.00,Colorado
80949,80949.00,1.00,1.00,Colorado
80950,80950.00,1.00,1.00,Colorado
80960,80960.00,1.00,1.00,Colorado
80962,80962.00,1.00,1.00,Colorado
80970,80970.00,1.00,1.00,Colorado
80977,80977.00,2.00,1.00,Colorado
80995,80995.00,1.00,1.00,Colorado
80997,80997.00,1.00,1.00,Colorado
81001,81001.00,1.00,0.00,Colorado
81002,81002.00,1.00,1.00,Colorado
81003,81003.00,1.00,0.00,Colorado
81004,81004.00,1.00,0.00,Colorado
81005,81005.00,1.00,0.00,Colorado
81006,81006.00,1.00,0.00,Colorado
81007,81007.00,1.00,0.00,Colorado
81008,81008.00,1.00,0.00,Colorado
81009,81009.00,1.00,1.00,Colorado
81010,81010.00,1.00,1.00,Colorado
81011,81011.00,1.00,1.00,Colorado
81012,81012.00,1.00,1.00,Colorado
81019,81019.00,2.00,0.00,Colorado
81020,81020.00,7.00,0.00,Colorado
81021,81021.00,10.00,0.00,Colorado
81022,81022.00,2.00,0.00,Colorado
81023,81023.00,2.00,0.00,Colorado
81024,81024.00,7.00,1.00,Colorado
81025,81025.00,2.00,0.00,Colorado
81027,81027.00,10.60,0.00,Colorado
81029,81029.00,10.00,0.00,Colorado
81030,81030.00,7.00,1.00,Colorado
81033,81033.00,10.60,1.00,Colorado
81034,81034.00,10.60,1.00,Colorado
81036,81036.00,10.00,0.00,Colorado
81038,81038.00,7.00,1.00,Colorado
81039,81039.00,10.40,0.00,Colorado
81040,81040.00,10.30,0.00,Colorado
81041,81041.00,10.30,0.00,Colorado
81043,81043.00,10.60,0.00,Colorado
81044,81044.00,7.00,0.00,Colorado
81045,81045.00,10.00,0.00,Colorado
81046,81046.00,7.00,1.00,Colorado
81047,81047.00,10.60,0.00,Colorado
81049,81049.00,10.60,0.00,Colorado
81050,81050.00,7.00,0.00,Colorado
81052,81052.00,7.00,0.00,Colorado
81054,81054.00,7.00,0.00,Colorado
81055,81055.00,10.60,0.00,Colorado
81057,81057.00,7.00,0.00,Colorado
81058,81058.00,10.60,0.00,Colorado
81059,81059.00,10.60,0.00,Colorado
81062,81062.00,10.60,0.00,Colorado
81063,81063.00,10.60,0.00,Colorado
81064,81064.00,10.00,0.00,Colorado
81067,81067.00,7.00,0.00,Colorado
81069,81069.00,2.00,0.00,Colorado
81071,81071.00,10.00,0.00,Colorado
81073,81073.00,10.00,0.00,Colorado
81076,81076.00,10.60,0.00,Colorado
81077,81077.00,7.00,1.00,Colorado
81081,81081.00,10.60,0.00,Colorado
81082,81082.00,7.00,0.00,Colorado
81084,81084.00,10.00,0.00,Colorado
81087,81087.00,10.00,0.00,Colorado
81089,81089.00,7.00,0.00,Colorado
81090,81090.00,10.00,0.00,Colorado
81091,81091.00,8.00,0.00,Colorado
81092,81092.00,8.00,0.00,Colorado
81101,81101.00,7.00,0.00,Colorado
81102,81102.00,7.00,0.00,Colorado
81120,81120.00,10.60,0.00,Colorado
81121,81121.00,10.00,0.00,Colorado
81122,81122.00,5.00,0.00,Colorado
81123,81123.00,10.60,0.00,Colorado
81124,81124.00,10.30,1.00,Colorado
81125,81125.00,10.00,0.00,Colorado
81126,81126.00,10.00,1.00,Colorado
81127,81127.00,10.00,1.00,Colorado
81128,81128.00,10.00,1.00,Colorado
81129,81129.00,10.60,1.00,Colorado
81130,81130.00,10.00,0.00,Colorado
81131,81131.00,10.00,1.00,Colorado
81132,81132.00,10.60,0.00,Colorado
81133,81133.00,10.60,0.00,Colorado
81134,81134.00,10.00,1.00,Colorado
81135,81135.00,7.00,1.00,Colorado
81136,81136.00,8.00,0.00,Colorado
81137,81137.00,10.50,0.00,Colorado
81138,81138.00,10.00,1.00,Colorado
81140,81140.00,10.30,0.00,Colorado
81141,81141.00,10.60,1.00,Colorado
81143,81143.00,10.00,0.00,Colorado
81144,81144.00,7.00,0.00,Colorado
81146,81146.00,8.00,0.00,Colorado
81147,81147.00,10.00,0.00,Colorado
81148,81148.00,10.60,1.00,Colorado
81149,81149.00,10.00,0.00,Colorado
81151,81151.00,10.60,0.00,Colorado
81152,81152.00,10.00,0.00,Colorado
81153,81153.00,10.00,0.00,Colorado
81154,81154.00,10.00,0.00,Colorado
81155,81155.00,10.00,0.00,Colorado
81157,81157.00,10.00,1.00,Colorado
81201,81201.00,7.00,0.00,Colorado
81210,81210.00,8.00,0.00,Colorado
81211,81211.00,7.00,0.00,Colorado
81212,81212.00,4.00,0.00,Colorado
81215,81215.00,4.00,1.00,Colorado
81220,81220.00,10.60,0.00,Colorado
81221,81221.00,5.00,1.00,Colorado
81222,81222.00,10.60,1.00,Colorado
81223,81223.00,10.60,0.00,Colorado
81224,81224.00,10.00,0.00,Colorado
81225,81225.00,10.00,1.00,Colorado
81226,81226.00,5.00,0.00,Colorado
81227,81227.00,7.00,1.00,Colorado
81228,81228.00,7.40,0.00,Colorado
81230,81230.00,7.00,0.00,Colorado
81231,81231.00,8.00,0.00,Colorado
81232,81232.00,10.60,1.00,Colorado
81233,81233.00,10.60,0.00,Colorado
81235,81235.00,10.00,0.00,Colorado
81236,81236.00,8.00,0.00,Colorado
81237,81237.00,8.00,1.00,Colorado
81239,81239.00,8.00,0.00,Colorado
81240,81240.00,3.00,0.00,Colorado
81241,81241.00,8.00,0.00,Colorado
81242,81242.00,7.00,1.00,Colorado
81243,81243.00,10.60,0.00,Colorado
81244,81244.00,5.00,1.00,Colorado
81246,81246.00,4.00,1.00,Colorado
81247,81247.00,8.00,1.00,Colorado
81248,81248.00,10.00,1.00,Colorado
81251,81251.00,7.40,0.00,Colorado
81252,81252.00,10.00,0.00,Colorado
81253,81253.00,10.00,0.00,Colorado
81290,81290.00,5.00,1.00,Colorado
81301,81301.00,4.00,0.00,Colorado
81302,81302.00,4.00,1.00,Colorado
81303,81303.00,5.00,0.00,Colorado
81320,81320.00,10.60,0.00,Colorado
81321,81321.00,7.00,0.00,Colorado
81323,81323.00,10.30,0.00,Colorado
81324,81324.00,10.60,0.00,Colorado
81325,81325.00,10.00,0.00,Colorado
81326,81326.00,5.00,0.00,Colorado
81327,81327.00,8.00,0.00,Colorado
81328,81328.00,10.60,0.00,Colorado
81329,81329.00,5.00,1.00,Colorado
81330,81330.00,10.60,1.00,Colorado
81331,81331.00,8.00,0.00,Colorado
81332,81332.00,10.60,1.00,Colorado
81334,81334.00,10.30,0.00,Colorado
81335,81335.00,8.00,0.00,Colorado
81401,81401.00,4.00,0.00,Colorado
81402,81402.00,4.00,1.00,Colorado
81410,81410.00,10.60,0.00,Colorado
81411,81411.00,10.00,0.00,Colorado
81413,81413.00,10.60,0.00,Colorado
81414,81414.00,10.60,1.00,Colorado
81415,81415.00,10.60,0.00,Colorado
81416,81416.00,7.40,0.00,Colorado
81418,81418.00,10.60,0.00,Colorado
81419,81419.00,10.60,0.00,Colorado
81420,81420.00,10.60,1.00,Colorado
81422,81422.00,10.00,0.00,Colorado
81423,81423.00,10.00,0.00,Colorado
81424,81424.00,10.00,0.00,Colorado
81425,81425.00,5.00,0.00,Colorado
81426,81426.00,10.00,0.00,Colorado
81427,81427.00,10.00,0.00,Colorado
81428,81428.00,10.00,0.00,Colorado
81429,81429.00,10.00,1.00,Colorado
81430,81430.00,10.00,0.00,Colorado
81431,81431.00,10.00,0.00,Colorado
81432,81432.00,10.00,0.00,Colorado
81433,81433.00,10.00,0.00,Colorado
81434,81434.00,10.60,0.00,Colorado
81435,81435.00,10.00,0.00,Colorado
81501,81501.00,1.00,0.00,Colorado
81502,81502.00,1.00,1.00,Colorado
81503,81503.00,1.00,0.00,Colorado
81504,81504.00,1.00,0.00,Colorado
81505,81505.00,1.00,0.00,Colorado
81506,81506.00,1.00,0.00,Colorado
81520,81520.00,1.00,0.00,Colorado
81521,81521.00,2.00,0.00,Colorado
81522,81522.00,2.00,0.00,Colorado
81523,81523.00,2.00,1.00,Colorado
81524,81524.00,2.00,0.00,Colorado
81525,81525.00,2.00,0.00,Colorado
81526,81526.00,1.00,0.00,Colorado
81527,81527.00,2.00,0.00,Colorado
81601,81601.00,7.00,0.00,Colorado
81602,81602.00,7.00,1.00,Colorado
81610,81610.00,10.00,0.00,Colorado
81611,81611.00,7.00,0.00,Colorado
81612,81612.00,7.00,1.00,Colorado
81615,81615.00,10.30,0.00,Colorado
81620,81620.00,4.00,1.00,Colorado
81621,81621.00,8.00,0.00,Colorado
81623,81623.00,7.00,0.00,Colorado
81624,81624.00,2.00,0.00,Colorado
81625,81625.00,7.00,0.00,Colorado
81626,81626.00,7.00,1.00,Colorado
81630,81630.00,2.00,0.00,Colorado
81631,81631.00,4.00,0.00,Colorado
81632,81632.00,4.00,0.00,Colorado
81633,81633.00,10.00,0.00,Colorado
81635,81635.00,7.00,0.00,Colorado
81636,81636.00,7.00,1.00,Colorado
81637,81637.00,5.00,0.00,Colorado
81638,81638.00,8.00,0.00,Colorado
81639,81639.00,8.00,0.00,Colorado
81640,81640.00,10.00,0.00,Colorado
81641,81641.00,10.00,0.00,Colorado
81642,81642.00,8.00,0.00,Colorado
81643,81643.00,2.00,0.00,Colorado
81645,81645.00,4.00,1.00,Colorado
81646,81646.00,2.00,1.00,Colorado
81647,81647.00,8.00,0.00,Colorado
81648,81648.00,10.00,0.00,Colorado
81649,81649.00,4.00,1.00,Colorado
81650,81650.00,7.00,0.00,Colorado
81652,81652.00,8.00,0.00,Colorado
81653,81653.00,8.00,0.00,Colorado
81654,81654.00,10.30,0.00,Colorado
81655,81655.00,4.00,1.00,Colorado
81656,81656.00,8.00,1.00,Colorado
81657,81657.00,4.00,0.00,Colorado
81658,81658.00,4.00,1.00,Colorado
82001,82001.00,1.00,0.00,Wyoming
82002,82002.00,1.00,1.00,Wyoming
82003,82003.00,1.00,1.00,Wyoming
82005,82005.00,1.00,0.00,Wyoming
82006,82006.00,1.00,1.00,Wyoming
82007,82007.00,1.00,0.00,Wyoming
82008,82008.00,1.00,1.00,Wyoming
82009,82009.00,1.00,0.00,Wyoming
82010,82010.00,1.00,1.00,Wyoming
82050,82050.00,2.00,0.00,Wyoming
82051,82051.00,5.00,0.00,Wyoming
82052,82052.00,5.00,0.00,Wyoming
82053,82053.00,2.00,0.00,Wyoming
82054,82054.00,2.00,0.00,Wyoming
82055,82055.00,5.00,0.00,Wyoming
82058,82058.00,5.00,0.00,Wyoming
82059,82059.00,1.00,1.00,Wyoming
82060,82060.00,2.00,1.00,Wyoming
82061,82061.00,1.00,1.00,Wyoming
82063,82063.00,5.00,0.00,Wyoming
82070,82070.00,4.00,0.00,Wyoming
82071,82071.00,4.00,0.00,Wyoming
82072,82072.00,4.00,0.00,Wyoming
82073,82073.00,4.00,1.00,Wyoming
82081,82081.00,2.00,0.00,Wyoming
82082,82082.00,2.00,0.00,Wyoming
82083,82083.00,5.00,0.00,Wyoming
82084,82084.00,5.00,0.00,Wyoming
82190,82190.00,8.00,0.00,Wyoming
82201,82201.00,7.00,0.00,Wyoming
82210,82210.00,7.00,0.00,Wyoming
82212,82212.00,10.30,0.00,Wyoming
82213,82213.00,10.60,0.00,Wyoming
82214,82214.00,10.60,0.00,Wyoming
82215,82215.00,10.60,0.00,Wyoming
82217,82217.00,10.60,0.00,Wyoming
82218,82218.00,7.00,1.00,Wyoming
82219,82219.00,10.30,0.00,Wyoming
82221,82221.00,10.60,0.00,Wyoming
82222,82222.00,10.00,0.00,Wyoming
82223,82223.00,10.30,0.00,Wyoming
82224,82224.00,10.00,0.00,Wyoming
82225,82225.00,10.00,0.00,Wyoming
82227,82227.00,10.00,0.00,Wyoming
82229,82229.00,10.60,0.00,Wyoming
82240,82240.00,7.00,0.00,Wyoming
82242,82242.00,10.00,0.00,Wyoming
82243,82243.00,10.60,0.00,Wyoming
82244,82244.00,10.60,0.00,Wyoming
82301,82301.00,7.00,0.00,Wyoming
82310,82310.00,10.30,0.00,Wyoming
82321,82321.00,7.00,0.00,Wyoming
82322,82322.00,10.50,0.00,Wyoming
82323,82323.00,7.00,0.00,Wyoming
82324,82324.00,10.60,1.00,Wyoming
82325,82325.00,10.60,0.00,Wyoming
82327,82327.00,10.60,0.00,Wyoming
82329,82329.00,10.60,0.00,Wyoming
82331,82331.00,10.60,0.00,Wyoming
82332,82332.00,7.00,0.00,Wyoming
82334,82334.00,7.00,0.00,Wyoming
82335,82335.00,10.60,1.00,Wyoming
82336,82336.00,10.50,0.00,Wyoming
82401,82401.00,7.00,0.00,Wyoming
82410,82410.00,10.00,0.00,Wyoming
82411,82411.00,10.00,0.00,Wyoming
82412,82412.00,10.00,1.00,Wyoming
82414,82414.00,7.00,0.00,Wyoming
82420,82420.00,10.00,1.00,Wyoming
82421,82421.00,10.00,0.00,Wyoming
82422,82422.00,10.00,1.00,Wyoming
82423,82423.00,10.00,1.00,Wyoming
82426,82426.00,10.00,0.00,Wyoming
82428,82428.00,10.00,0.00,Wyoming
82430,82430.00,7.00,1.00,Wyoming
82431,82431.00,10.00,0.00,Wyoming
82432,82432.00,10.00,0.00,Wyoming
82433,82433.00,8.00,0.00,Wyoming
82434,82434.00,10.00,0.00,Wyoming
82435,82435.00,7.00,0.00,Wyoming
82440,82440.00,7.00,1.00,Wyoming
82441,82441.00,10.00,0.00,Wyoming
82442,82442.00,8.00,0.00,Wyoming
82443,82443.00,7.00,0.00,Wyoming
82450,82450.00,7.00,1.00,Wyoming
82501,82501.00,4.00,0.00,Wyoming
82510,82510.00,5.00,0.00,Wyoming
82512,82512.00,10.00,0.00,Wyoming
82513,82513.00,10.00,0.00,Wyoming
82514,82514.00,10.00,0.00,Wyoming
82515,82515.00,7.00,1.00,Wyoming
82516,82516.00,10.00,0.00,Wyoming
82520,82520.00,7.00,0.00,Wyoming
82523,82523.00,5.00,0.00,Wyoming
82524,82524.00,4.00,1.00,Wyoming
82601,82601.00,1.00,0.00,Wyoming
82602,82602.00,1.00,1.00,Wyoming
82604,82604.00,1.00,0.00,Wyoming
82605,82605.00,1.00,1.00,Wyoming
82609,82609.00,1.00,0.00,Wyoming
82615,82615.00,1.00,1.00,Wyoming
82620,82620.00,2.00,0.00,Wyoming
82630,82630.00,1.00,1.00,Wyoming
82633,82633.00,7.00,0.00,Wyoming
82635,82635.00,2.00,1.00,Wyoming
82636,82636.00,1.00,0.00,Wyoming
82637,82637.00,10.40,0.00,Wyoming
82638,82638.00,10.30,1.00,Wyoming
82639,82639.00,10.30,0.00,Wyoming
82640,82640.00,10.30,1.00,Wyoming
82642,82642.00,10.30,0.00,Wyoming
82643,82643.00,2.00,0.00,Wyoming
82644,82644.00,1.00,1.00,Wyoming
82646,82646.00,1.00,1.00,Wyoming
82648,82648.00,1.00,1.00,Wyoming
82649,82649.00,10.30,0.00,Wyoming
82701,82701.00,7.00,0.00,Wyoming
82710,82710.00,10.50,0.00,Wyoming
82711,82711.00,10.50,1.00,Wyoming
82712,82712.00,10.00,0.00,Wyoming
82713,82713.00,10.50,1.00,Wyoming
82714,82714.00,10.50,0.00,Wyoming
82715,82715.00,10.30,0.00,Wyoming
82716,82716.00,4.00,0.00,Wyoming
82717,82717.00,4.00,1.00,Wyoming
82718,82718.00,4.00,0.00,Wyoming
82720,82720.00,10.50,0.00,Wyoming
82721,82721.00,10.50,0.00,Wyoming
82723,82723.00,10.30,0.00,Wyoming
82725,82725.00,4.00,0.00,Wyoming
82727,82727.00,5.00,0.00,Wyoming
82729,82729.00,10.00,0.00,Wyoming
82730,82730.00,10.30,0.00,Wyoming
82731,82731.00,4.00,0.00,Wyoming
82732,82732.00,5.00,0.00,Wyoming
82801,82801.00,4.00,0.00,Wyoming
82831,82831.00,5.00,0.00,Wyoming
82832,82832.00,5.00,0.00,Wyoming
82833,82833.00,4.00,1.00,Wyoming
82834,82834.00,7.00,0.00,Wyoming
82835,82835.00,5.00,0.00,Wyoming
82836,82836.00,5.00,0.00,Wyoming
82837,82837.00,5.00,1.00,Wyoming
82838,82838.00,5.00,0.00,Wyoming
82839,82839.00,5.00,0.00,Wyoming
82840,82840.00,7.00,1.00,Wyoming
82842,82842.00,5.00,0.00,Wyoming
82844,82844.00,5.00,0.00,Wyoming
82845,82845.00,4.00,1.00,Wyoming
82901,82901.00,4.00,0.00,Wyoming
82902,82902.00,4.00,1.00,Wyoming
82922,82922.00,10.00,0.00,Wyoming
82923,82923.00,10.00,0.00,Wyoming
82925,82925.00,10.00,0.00,Wyoming
82929,82929.00,4.00,1.00,Wyoming
82930,82930.00,4.00,0.00,Wyoming
82931,82931.00,4.00,1.00,Wyoming
82932,82932.00,4.00,1.00,Wyoming
82933,82933.00,10.50,0.00,Wyoming
82934,82934.00,4.00,1.00,Wyoming
82935,82935.00,4.00,0.00,Wyoming
82936,82936.00,10.50,0.00,Wyoming
82937,82937.00,10.50,0.00,Wyoming
82938,82938.00,4.00,0.00,Wyoming
82939,82939.00,10.50,1.00,Wyoming
82941,82941.00,10.00,0.00,Wyoming
82942,82942.00,4.00,1.00,Wyoming
82943,82943.00,4.00,1.00,Wyoming
82944,82944.00,10.50,1.00,Wyoming
82945,82945.00,4.00,1.00,Wyoming
83001,83001.00,4.00,0.00,Wyoming
83002,83002.00,4.00,1.00,Wyoming
83011,83011.00,10.20,0.00,Wyoming
83012,83012.00,10.20,0.00,Wyoming
83013,83013.00,10.20,0.00,Wyoming
83014,83014.00,4.00,0.00,Wyoming
83025,83025.00,4.00,1.00,Wyoming
83101,83101.00,7.00,0.00,Wyoming
83110,83110.00,10.00,0.00,Wyoming
